Хипофизата и щитовидната жлеза са жлези с вътрешна секреция.;да
Езикът е мускулест орган, прикрепен към дъното на устната кухина.;да
Човешкото съзъбие си състои от - 4 резци, 8 кучешки зъба, 12 предкътника и 12 кътника.;не
По-твърдата храна преминава през хранопровода за няколко секунди, а течностите за 1 секунда.;да
19. При покой от слюнчените жлези се отделя малко слюнка - 15-20 мл.;да
Витамините не са източник на енергия, но са крайно необходими за нормалното протичане на жизнените процеси, тъй като са градивен материал за организма.;не
Лигавицата на устната кухина е осеяна с големи слюнчени жлези.;не
Слюнката съдържа ензима липаза, с който започва химичното смилане на въглехидратите.;не
На входа на стомаха се намира кръгъл мускул- сфинктер;не
Смилателният сок съдържа пектин- ензим, под чието действие започва разграждането на белтъците в храната.;не
В стомашния сок се съдържа оцетна киселина, която активира пектина, и слуз, предпазваща стомашните клетки от киселината.;не
Стомашната стена има силно развит слой от гладки мускули, чиито съкращения подпомагат разместването на стомашния сок с храната и улесняват действието на ензима.;да
Началната част на тънкото черво е с дължина около 12 напречно разположени пръста и се нарича дванадесетопръстник.;да
В задстомашната жлеза се изработва смилателен сок с различни ензими, с чиято помощ се извършва пълното разграждане на хранителните вещества.;да
Въглехидратите се разграждат от амилаза и други ензими до прости захари.;да
Ензимът липаза разгражда белтъците до по-малки молекули.;не
В клетките на черния дроб се образува жлъчен сок, който се събира в жлъчен мехур.;да
Жлъчният сок представлява течност, съдържаща жлъчни киселини и ензими.;не
По цялата дължина на тънкото черво лигавицата е силно нагъната и осеяна с малки жлезички, секретиращи пепсин.;не
Лигавицата на тънкото черво образува огромен брой власинки, които могат да се свиват и отпускат.;да
Власинките увеличават двукратно повърхността на червото, с което всмукването силно се повишава.;не
На изхода на тънкото черво се намира клапа, който периодично пропуска съдържанието на червото.;да
В средната част на дебелото черво се намира ,, сляп“ участък, който има малък израстък - апендикс.;не
Около ануса са разположени сфинктери, които извеждат остатъците от неусвоените вещества.;да
Сфинктери има в началото и края на дебелото черво.;не
Както секрецията на храносмилателни сокове, така й движението на стомаха и червата се регулират в зависимост от храненето.;да
Дебелото черво извършва перисталтични движения, които осигуряват изхвърлянето на остатъците от храна.;да
В дебелото черво продължава всмукването на вода и минерални соли, както и ензимното разграждане на храната.;не
Носът се състои от външен нос и носна кухина.;да
Носната кухина е покрита с ресничест епител, който се овлажнява от слузни жлези разположени по него.;да
При хората най-голям е щитовидния хрущял.;да
Най-силно е изпъкнала адамовата ябълка при жените.;не
Надгръклянникът се затваря при преглъщане и не навлиза храна в гръкляна.;да
Бронхиалното дърво се изгражда само от бронхите.;не
При промяна на положението на тялото трахеята се отваря и затваря.;не
Левият бял дроб е по-голям от десния.;не
Трахеята е тръба с дължина около 12 см.;да
Отвън белите дробове са обвити с плевра, която е еднослойна.;не
Отвън белите дробове са обвити с плевра, която е двуслойна.;да
В белите дробове навлизат белодробните вени.;не
Най-малките бронхиоли завършват с тънкостенни белодробни мехурчета - алвеоли.;да
Носната кухина е покрита с ресничест епител.;да
В трахеята се намира третата сливица.;не
От белите дробове излизат белодробните вени.;да
Стените на капилярите, които са от външната страна на алвеолите са изградени от двуслоен ресничест епител.;не
Общата дихателна повърхност на алвеолите е около 50-100 м2;да
Трахеята се свързва с белия дроб чрез капиляри.;не
Гласът се получава от трептенията на гласовите връзки, предизвикани от преминаващия при издишване въздух.;да
Стените на алвеолите са изградени от един слой епителни клетки.;да
В белите дробове влизат бронхите, белодробната артерия и нерви.;да
В белите дробове влизат бронхите, белодробната артерия, белодробните вени и нерви.;не
Трахеята е тръба с дължина около 22 см.;не
Носната кухина е покрита със съединителна тъкан.;не
Общата дихателна повърхност на алвеолите е около 500-1000 м2;не
Дихателната дейност се регулира по нервен път и чрез вещества, които се пренасят чрез кръвта.;да
Регулирането на дишането по нервен път се извършва с участието на дихателен център в мозъка.;да
Когато дихателния център се възбуди, той изпраща нервни импулси до междуребрените мускули и диафрагмата.;да
Бъбреците са чифтен орган и са разположени върху задната коремна стена.;да
Във вътрешността на бъбрека е разположена мастна капсула.;не
Капилярното клъбце е свързано с входяща артерия и изходяща вена.;не
В нефрона се извършва филтрация, обратно всмукване и секреция.;да
Първичната урина съдържа вода, аминокиселини, глюкоза, минерални соли.;да
Крайната урина съдържа само вода, аминокиселини, соли, пикочна киселина.;не
Стената на пикочопроводите съдържа рехава съединителна тъкан.;не
Обемът на крайната урина е около 1,5 л. за денонощие.;да
Около пикочния мехур е разположен сфинктер.;не
Пикочният мехур е кух мускулест орган с резервоарна функция.;да
Обратното всмукване се извършва през стената на капсулата.;не
Образуването на урина се регулира главно чрез хормони.;да
Филтрацията се осъществява благодарение на по-ниското кръвно налягане в клъбцето.;не
Основната структурна и функционална единица на бъбрека е неврона.;не
Циститът е възпаление на пикочния мехур.;да
Хемодиализа се налага при тежки увреждания на черния дроб.;не
Най-успешна е трансплантацията на бъбрек при еднояйчни близнаци.;да
Отделителната система и главно бъбреците, участват в поддържането на хомеостазата.;да
Бъбреците имат дължина около 12 см.;да
През бъбреците за едно денонощие преминава около 10 литра кръв.;не
Сърцето се разполага в гръдния кош между двата бели дроба.;да
Сърцето на човека е четириделно - съдържа две предсърдия и две камери.;да
Между предсърдията и камерите има отвор с клапа, която пропуска кръвта само в една посока - от камерите към предсърдията.;не
Сърцето е кух орган, чиито стени са изградени от ендокард, миокард и епикард.;да
Сърцето е кух орган, чиито стени са изградени от ендокард, миокард, епикард и перикард.;не
Предсърдията се свързват с камерите чрез отвори, в които са разположени предсърдно-камерни клапи.;да
Кръвта се движи само в една посока - от предсърдията към камерите, без да се връща в предсърдията.;да
От вътрешната страна на миокарда се разполага ендокардът - изграден от епител.;да
Най-голяма дебелина има миокардът на дясната камера.;не
Венозната кръв от цялото тяло се влива в лявото предсърдие чрез горна и долна куха вена.;не
В дясното предсърдие се вливат четири малки съда - белодробни вени.;не
От дясната камера излиза белодробната артерия.;да
В началото на големите кръвоносни съдове се намират полулунни клапи, които пропускат кръвта само в една посока.;да
Две венечни артерии кръвоснабдяват сърдечната стена.;да
При нормални условия сърцето поглъща около 2090 от кислорода, който постъпва в организма.;не
Кръвоносните съдове са - артерии, артериоли, капиляри, венули и вени.;да
Кръвоносната система на човека е отворена.;не
Артериите са кръвоносните съдове на човека който изнасят кръвта от сърцето.;да
От лявата камера на сърцето излиза най-големият кръвоносен съд - аортата.;да
Вените са кръвоносни съдове, по които тече кръв към сърцето.;да
Основно значение за поддържането на относителното постоянство в организма има неговата вътрешна течна среда.;да
Кръвта се състои от кръвна плазма - течна част, и кръвни клетки - формениелементи.;да
Кръвните клетки на кръвта са: червени кръвни клетки - левкоцити, бели кръвни клетки - еритроцити и кръвни плочици - тромбоцити.;не
Лимфата е течност, близка по състав с кръвта, но по-бедна на мазнини и по-богата на белтъци.;не
Еритроцитите са безядрени клетки, които имат формата на двойно вдлъбнат диск.;да
Тъканната течност има основно значение при обмяната на веществата между кръвта и клетките.;да
Кръвната плазма лишена от фибриноген се нарича кръвен серум.;да
Формените елементи заемат около 6590 от обема на кръвта.;не
Еритроцитите при човека са клетки с ядро и цитоплазмени органели.;не
За разлика от еритроцитите левкоцитите имат ядра.;да
Тромбоцитите нямат ядра и се обновяват на 8-11 дни.;да
При човека след раждането еритроцитите се образуват в слезката и черния дроб.;не
Еритроцитите се разграждат в бъбреците и жълтия костен мозък.;не
Еритроцитите се разграждат в черния дроб и слезката.;да
Еритроцитите се образуват в костния мозък и живеят около 120 дни.;да
За образуването на еритроцитите голямо значение има приемането на храни богати на желязо и витамин В12.;да
При взаимодействието на антиген А с антитяло а, или на антиген В с антитяло b еритроцитите хемолизират.;не
Хемоглобинът е белтък и съдържа железни Йони.;да
С газа СО хемоглобинът образува трайно съединение карбоксихемоглобин.;да
При кислороден глад броят на еритроцитите и хемоглобинът в тях се увеличава.;да
Артериалната кръв е алено червена и богата на кислород.;да
По повърхността на еритроцитите на 1590 от хората има специфично вещество резус-фактор.;не
Рязкото увеличаване на броя на левкоцитите е показател за анемия.;не
Левкоцитите са вид специфични лимфоцити.;не
Лимфоцитите имат значение за създаването на имунитет.;да
Тромбоцитите са късчета от големи клетки;да
Основната функция на еритроцитите в организма е пренос на кислород и въглероден диоксид.;да
По повърхността на еритроцитите на 85% от хората има специфично вещество резус-фактор.;да
Опорно-двигателната система се състои от пасивна част - костите на скелета и активна част - свързванията между костите и скелетните мускули.;не
Опорно-двигателната система определя формата и размерите на тялото.;да
Относителният дял на минералните соли в костите намалява с възрастта.;не
Отлагането на минерални соли в костите се регулира от витамин К.;не
Органичните вещества придават твърдост на костите.;не
Младите индивиди имат по-малко количество органични вещества в костите, поради което костите им са по-чупливи в сравнение с възрастните индивиди.;не
Отвън костите са покрити с надкостница. Нейните функции са: изхранване на костите, нарастване на костите на дебелина, както и подпомагане заздравяването на счупени кости.;да
Дългите кости имат два края, изградени предимно от плътно костно вещество и средна част, съставена от гъбесто костно вещество.;не
След раждането в костите на детето се появяват ядки на вкостяване, от които започва образуването на костно вещество, което постепенно замества хрущялната тъкан.;не
При неподвижното свързване костите се свързват посредством плътна съединителна тъкан (чрез шевове и връзки) или с хрущялна тъкан.;да
Скелетът на човека се състои от кости на черепа и кости на туловището.;не
Скелетът на човека се състои от кости на черепа, кости на туловището и кости на крайниците.;да
Черепът се разделя на три части: мозъчен, тилен и лицев.;не
Мозъчният дял на черепа е изграден от две чифтни, челна, тилна и клиновидна кост.;да
Чифтните кости на мозъчния дял на черепа са теменната и тилната.;не
Свързването на костите се извършва по следните начини: слято, полуслято, подвижно и полуподвижно.;не
Лицевият дял на черепа е изграден от три чифтни и шест нечифтни кости.;не
Нечифтните кости на лицевия дял на черепа са ралник, долна челюст, решетъчна и подезична кост.;да
Долната челюст се свързва с черепната основа чрез три долночелюстни стави.;не
Челюстните кости, зъбите и твърдото небце ограждат устната кухина.;да
Жълтия костен мозък е неактивен, а в червения се образуват кръвните клетки.;да
С напредване на възрастта част от жълтия костен мозък се превръща в червен.;не
Полуподвижно свързване на костите има между някои от костите на таза;да
Полуподвижно свързване се осъществява чрез стави (например лакътна става);не
Чифтните кости на мозъчния дял на черепа са теменната и слепоочната.;да
С напредване на възрастта част от червения костен мозък се превръща в жълт.;да
Отворите на всички прешлени образуват гръбначния канал, в който се намира гръбначният мозък.;да
Първият гръден прешлен се нарича атлас.;не
Гръбначният стълб има две кривини, които при възрастните хора му придават форма на двойно 8.;не
Гръдният кош е изграден от 10 чифта ребра и гръдната кост.;не
Гръдният кош затваря кухина, в която са разположени вътрешните органи: сърце, хранопровод, бял дроб, трахея и кръвоносни съдове.;да
Горният крайник се състои от рамо, предмишница, китка и ръка.;не
Раменният пояс се състои от две чифтни кости: лопатка и ключица.;да
Костите на китката се наричат фаланги.;не
Двете тазови кости и кръстцовата кост са свързани помежду си чрез неподвижна става.;не
Свободният долен крайник се дели на бедро и ходило.;не
В подбедрицата се намират две дълги кости: голям и малък пищял.;да
Скелетът на ходилото се изгражда от 4 групи кости: задноходилни, средноходилни, предноходилни и кости на пръстите.;не
Костите на предмишницата са две: лакътна и лъчева кост.;да
В предмишницата се намира раменната кост. Тя е дълга кост.;не
Долният край на раменната кост се свързва с горните краища на костите на предмишницата.;да
На външната повърхност на тазовата кост се намира ставна ямка, в която ляга главата на бедрената кост.;да
Костите на китката са къси кости, които са подредени в три редици по пет.;не
Прешленът се състой от тяло, дъга и 8 бодилести израстъка.;не
Поясните прешлени са най-масивни.;да
Шийните, гръдните и поясните прешлени са свързани помежду си сьс стави, връзки и с междупрешленови дискове.;да
Кръстцовата кост е образувана от 7 сраснали се прешлена.;не
Гръдният кош е изграден от 12 чифта ребра, гръдната част на гръбначния стълб и гръдната кост.;да
В мишницата се намира раменната кост. Тя е дълга кост.;да
Свободният долен крайник се дели на бедро, подбедрица и ходило.;да
В мускулите навлизат множество кръвоносни съдове и нерви, които провеждат нервни импулси до всяка тяхна клетка.;да
Мускулът се състои от тяло, краче и сухожилие.;не
Действието на мускулите върху костите се осъществява на принципа на лостовете.;да
Дъвкателните мускули се залавят с единия си край за кожата, а с другия за кост.;не
Мимическите мускули се залавят с двата си края за костите на черепа.;не
Мимическите и дъвкателните мускули участват в осъществяването на говора;да
Мускулите на шията са няколко групи. Чрез тях се извършва движението на шията и главата.;да
Мускулите на туловището се разделят на гръбни, гръдни и коремни.;да
Гръбните мускули са трапецовидния и делтовидния.;не
Диафрагмата е широк плосък мускул, който разделя гръдната и коремната кухина и взема участие в дихателните движения.;да
Коремните мускули са дълги и кръгли. Простират се между шията и корема.;не
Мускулите на горния крайник се делтовидния и трапецовидния мускул.;не
Със съкращението си коремните мускули спомагат за навеждането на тялото назад и встрани.;не
По предната повърхност на мишницата се разполага триглавият мишничен мускул, а по задната - двуглавият.;не
Мускулите на долния крайник се делят на мускули около тазобедрена става, на бедро, на подбедрица и на ходило.;да
Големият седалищен мускул сгъва бедрото в тазобедрената става.;не
Мускулите на ходилото участват в движението на пръстите и поддържат свода на ходилото.;да
Двуглавият мишничен мускул разгъва лакътната става.;не
С помощта на коремните мускули се изпразва пикочния мехур, правото черво и матката по време на раждане.;да
Мускулите никога не се отпускат напълно - дори и да няма движение, са слабо съкратени. Това състояние се нарича мускулен тонус.;да
Проводимостта е свойство на мускулните клетки да преминават от покой във възбудено състояние.;не
Силата на мускула зависи от броя на мускулните влакна в мускула и от тяхното подреждане.;да
При повдигане или преместване на товар мускулите се съкращават и извършват работа.;да
От синапса възбуждането се провежда по мембраната на цялата мускулна клетка и предизвиква съкращението и.;да
Основните физиологични свойства на мускулите са възбудимост, проводимост, мускулен тонус.;не
Съкращението на скелетните мускули се извършва под волеви контрол.;да
При много продължителна дейност на мускулите настъпват болезнени мускулни спазми.;да
Вътрешните и външните полови органи на мъжа формират неговите първични полови белези.;да
По време на зародишното развитие тестисите се намират в коремната кухина и най-често остават там до първата година след раждането.;не
Семенникът има 1-3 делчета като всяко е образувано от 250-300 тънки, дълги и силно нагънати каналчета.;не
Стените на клетките на каналчетата на тестисите са изградени от клетки, които непрекъснато се делят.;да
Зараждането и узряването на сперматозоидите се извършва непрекъснато от пубертета до дълбока старост.;да
Сперматозоидът се състои от главичка, шийка, междинна част и опашка.;да
Единствената роля на семенниците е да произвеждат полови клетки.;не
Тестостеронът се произвежда в семенното мехурче.;не
Надсеменникът представлява силно нагънат канал, дълъг около 6 м, чийто край преминава в семепроводния канал.;да
В надсеменника сперматозоидите узряват окончателно и стават годни за оплождане.;да
Семепроводният канал свързва семенника и надсеменника и има дължина 10 см.;не
Семепроводният канал се съединява с отвеждащия канал на семенното мехурче и преминава през простатната жлеза, като се влива в пикочния канал.;да
Семенните мехурчета са три овални образувания, разположени пред пикочния мехур.;не
Простатната жлеза се намира под пикочния мехури обхваща началото на пикочния канал.;да
Семенната течност съдържа сперматозоиди и секретите на семенните мехурчета и простатната жлеза.;да
Мъжкият полов член се състои от тяло и главичка и през него минава семепроводния канал.;не
Яйцеклетката, обвита от придружаващи я клетки, попада от спукания фоликул в матката, където се извършва оплождането.;не
Зародишното развитие на човека започва с оплождането, продължава девет лунни месеца (по 28 дни) и завършва с раждането му.;не
Зародишното развитие започва в маточната тръба, където зиготата се дели на 2 клетки, после се получават 4, 8, 16 и т.н.;да
Зиготата се дели многократно, при което се образува купчинка от клетки, подобна на черничев плод;да
След 14-ия ден от оплождането се образуват зародишни пластове - ектодерма (външен), ендодерма (вътрешен) и мезодерма (среден).;да
Кръвообращението на плода има пряк контакт с кръвообращението на майката.;не
В периода на зародишното развитие недостигът на кислород и повишаването на телесната температура не оказват съществено влияние върху развитието.;не
След втория месец на бременността зародишът на човека се нарича плод.;да
В яйчниците се развиват (узряват) половите клетки - яйцеклетките, и се образуват и отделят в кръвта женските полови хормони (естрогени), главно естрадиол.;да
Всяко момиче при пубертета носи в яйчниците си около 450 първични яйцеклетки.;не
Яйчниците отделят женските полови хормони естрадиол и прогестерон.;да
Когато яйцеклетката узрее, Граафовият фоликул се пука и тя заедно с придружаващите я клетки попада в маточната тръба - протича овулация.;да
Жълтото тяло отделя женския полов хормон прогестерон.;да
Матката се намира между симфизата и предната коремна стена.;не
Матката има силно развита напречно набраздена мускулатура, която създава благоприятни условия за нормалното износване на плода и за изтласкването му по време на раждането му.;не
Външната повърхност на матката е покрита с добре кръвоснабдена лигавица.;не
Менструацията зависи от овулацията, която настъпва около 14 дни преди първия ден на следващата менструация.;да
Първата менструация настъпва на 10 - 12- годишна възраст.;да
Микроорганизмите по лигавицата на влагалището създават алкална среда, която предпазва от развитието на болестотворни организми.;не
При момичета, които не са имали полов контакт, на входа на влагалището има тънка, нееластична ципа - химен с два отвора - един за менструалната кръв и един за урината.;не
Млечните жлези са изградени от съединителна и мускулна тъкан.;не
Триперът е причинена от бактерии инфекция, която се предава по полов път.;да
Аднекситът е възпаление на маточните тръби, предизвикано от бактерии, простуда или недоизлекувани възпалителни заболявания на влагалището и матката.;да
Презервативите са надеждна бариера срещу болести, предавани по полов път.;да
 Консумацията на алкохол по време на бременността не може да доведе до увреждане на мозъка на плода.;не
Никотинът по време на бременност намалява притока на кислород към плода и може да доведе до забавяне на растежа му.;да
Контрацепция се нарича предпазването от нежелана бременност.;да
Най-старият метод за контрацепция е прекъсване на половия акт, при който мъжът изважда пениса от влагалището на жената непосредствено преди изхвърлянето на семенната течност.;да
Всяка яйцеклетка притежава четири обвивки, които са разположени върху плазмената мембрана.;не
Всички живи организми са способни да се размножават.;да
При сперматогенезата двете последователни деления на мейозата протичат с неравномерно разпределение на цитоплазмата.;не
Основните предимства на безполовото размножаване са бързото възпроизводство и лесното приспособяване към променящи се условия на средата.;не
При овогенезата след първото мейотично делене се образуват една голяма и две малки клетки.;не
Гаметите произлизат от недиференцирани диплоидни клетки на половите жлези.;да
В природата по-широко застъпено е безполовото размножаване.;не
Многоклетъчните организми са изградени от диплоидни соматични клетки и хаплоидни полови клетки.;да
Женските полови клетки се образуват в яйчниците.;да
Сперматогенезата преминава през три фази.;не
Гаметогенезата и оплождането осигуряват възстановяването на диплоидния хромозомен набор.;да
При овогенезата само една от четири клетки сЕ превръща в зряла яйцеклетка.;да
При човека сперматогенезата започва с раждането.;не
Кортикалните гранули съдържат протеолитични ензими, чието действие води до образуването на оплодителната обвивка на яйцето.;да
Оплождането при бозайниците завършва със сливането на мъжкия и женския пронуклеус.;не
Акрозомата съдържа ензими, които могат да разграждат обвивките на яйцеклетката.;да
В различните видове животни количеството на хранителния материал в яйцеклетката е еднакво.;не
Контракциите на мускулатурата на половите пътища възпрепятстват движението на сперматозоидите.;не
Вътрешното оплождане е характерно за сухоземните животни и водните бозайници.;да
Партеногенезата може да се редува с полово размножаване.;да
Индивидуалното развитие при животните и човека започва с раждането и завършва със смъртта на индивида.;не
Зародишният период включва три стадия - дробене, гаструлация и органогенеза.;да
Органогенезата протича по различен начин в различните групи животни, но от трите зародишни пласта се образуват сходни при всички животни тъкани и органи.;да
Големината на бластулата значително надвишава големината на зиготата.;не
Точката на навлизане на сперматозоида в яйцеклетката определя мястото на първата делителна бразда върху зиготата;да
Бластомерите са големи и повече на брой в богатата на жълтък част от яйцеклетката.;не
Празнината, която се загражда от вътрешния слой клетки при гаструлацията, се нарича бластоцел.;не
От ектодермата произлизат епидермисът, сетивните органи и нервната система.;да
От мезодермата произлизат мускулите, сърцето и белите дробове.;не
Индивидуалното развитие се осъществява съгласно генетичната програма и се регулира чрез хормони.;да
При организмите, които се развиват пряко, новородените (новоизлюпените) значително се различават от възрастните.;не
Непрякото развитие е характерно за повечето бозайници и някои птици.;не
При пълната метаморфоза липсва стадият какавида.;не
Само при човека продължителността на живота значително надхвърля срока на способността му да създава потомство.;да
Следзародишното развитие на човека преминава през три основни етапа - стадий на растеж, стадий на зрялост и стадий на старост.;да
Биологичната смърт, за разлика от клиничната, е обратима.;не
Клиничната смърт е състояние, при което отсъстват жизненоважни функции на централната нервна система, дишането и сърдечната дейност.;да
Дейността на сърцето започва още през първия месец от зародишното развитие на човека.;да
Плацентата позволява да се обменят вещества между майката и плода, при което се смесва кръвта на двата организма;не
При човека развиващият се зародиш се загнездва в маточната стена в стадий бластоцист.;да
